Token;Label_Maj;Quaero_Maj
quelque;;
temps;;
ce;;
qu';;
on;;
pourra;;
faire;;
"
";;
pour;;
vous;;
:;;
en;;
attendant;;
;;
vous;;
viendrez;;
tous;;
les;;
"
";;
dimanches;;
iei;;
chercher;;
vingt-cinq;;
centimes;;
.;;
"

";;
—;;
Grand;;
merci;;
;;
monsieur;PER;
le;PER;
euré;PER;
:;;
çes;;
vingt-;;
"
";;
cinq;;
contimos;;
-là;;
;;
avec;;
les;;
cinquante;;
que;;
mo;;
donne;;
"
";;
Mme;PER;
Dumont;PER;
;;
serviront;;
À;;
nous;;
achoter;;
quelque;;
"
";;
chose;;
pour;;
uous;;
habiller;;
";";;
cur;;
j';;
ai;;
honte;;
de;;
nos;;
"
";;
guenilles;;
.;;
»;;
"

";;
La;PER;
mère;PER;
Nannette;PER;
fait;;
la;;
lessive;;
.;;
"

";;
Deux;;
jours;;
après;;
;;
la;PER;
mère;PER;
Nannetto;PER;
dit;;
qu';;
elle;;
"
";;
allait;;
faire;;
la;;
lessive;;
.;;
Catherine;PER;
lui;;
proposa;;
de;;
"
";;
l';;
entasser;;
pendant;;
qu';;
elle;;
mènerait;;
ses;;
bêtes;;
aux;;
"
";;
champs;LOC;loc.phys.geo
.;;
La;PER;
petite;PER;
Jeanne;PER;
alla;;
toute;;
seule;;
aux;;
por-;;
"
";;
tes;;
:;;
elle;;
eut;;
bien;;
de;;
la;;
peine;;
à;;
s';;
y;;
décider;;
";";;
mais;;
"
";;
quand;;
sa;;
mère;;
lui;;
eut;;
fait;;
comprendre;;
que;;
;;
si;;
elle;;
"
";;
ne;;
l';;
accompagnait;;
pas;;
;;
c';;
était;;
pour;;
rendre;;
service;;
"
";;
à;;
la;PER;
mère;PER;
Nannette;PER;
;;
la;;
petite;;
partit;;
sans;;
rien;;
dire;;
.;;
"
";;
Elle;;
rentra;;
le;;
soir;;
bien;;
joyeuse;;
;;
parce;;
qu';;
elle;;
rap-;;
"
";;
portait;;
Deaucoup;;
de;;
pain;;
et;;
une;;
paire;;
de;;
sabots;;
"
";;
presque;;
neufs;;
-0;;
qu';;
une;;
femme;;
lui;;
avait;;
donnée;;
";";;
elle;;
"
";;
les;;
avait;;
mis;;
tout;;
de;;
suite;;
à;;
ses;;
pieds;;
;;
car;;
les;;
"
";;
siens;;
étaient;;
tout;;
percés;;
.;;
"

";;
En;;
passant;;
auprès;;
de;;
l';;
abreuvoir;;
;;
elle;;
s';;
était;;
ar-;;
"
";;
rêtée;;
pour;;
regarder;;
un;;
homme;;
qui;;
lavait;;
des;;
ra-;;
"
";;
dis;;
et;;
en;;
faisait;;
de;;
petits;;
paquets;;
.;;
Il;;
lui;;
avait;;
dit;;
:;;
"

";;
«;;
En;;
veux;;
-0;;
tu;;
;;
petite;;
;;
que;;
tu;;
les;;
regardes;;
si;;
"
";;
bien;;
?;;
»;;
"

 

";;
ENFANCE;;
DE;;
JEANNK;PER;
.;;
ai;;
"

";;
Jeanne;PER;
baissa;;
la;;
tôte;;
et;;
ne;;
dit;;
rien;;
;;
car;;
elle;;
"
";;
n';;
était;;
pas;;
hardio;;
.;;
"

";;
«;;
Allons;;
;;
lui;;
dit;;
l';;
homme;;
;;
{;;
nds;;
ton;;
tablier;;
;;
»;;
"

";;
Et;;
il;;
lui;;
en;;
jeta;;
une;;
bonne;;
poignée;;
.;;
La;PER;
petite;PER;
"
";;
Jeanne;PER;
le;;
remercia;;
et;;
fut;;
bie;;
©;;
contente;;
;;
La;PER;
mère;PER;
"
";PER;
Nannette;PER;
lui;;
donna;;
du;;
sel;;
pour;;
manger;;
ses;;
radis;;
;;
"
";;
ot;;
elle;;
fit;;
un;;
bon;;
souper;;
;;
ainsi;;
que;;
sa;;
mère;;
;;
"

";;
Catherine;PER;
dit;;
à;;
la;PER;
mère;PER;
Nanaectte;PER;
:;;
"

";;
«;;
Je;;
chaufforai;;
votre;;
lessive;;
demain;;
et;;
je;;
vous;;
"
";;
aiderai;;
à;;
la;;
laver;;
aprèa;;
-0;;
demain;;
.;;
On;;
a;;
heaucoup;;
"
";;
donné;;
à;;
Jeanne;PER;
:;;
elle;;
ira;;
à;;
l';;
herbe;;
et;;
conduira;;
les;;
"
";;
oisons;;
aux;;
champs;;
";";;
cela;;
vous;;
fera;;
gagner;;
du;;
"
";;
temps;;
;;
et;;
vous;;
pourrez;;
travailler;;
un;;
peu;;
.;;
»;;
"

";;
La;PER;
potite;PER;
Jeanno;PER;
va;;
chez;;
Mme;PER;
Dumont;PER;
.;;
"

";;
Le;;
vendredi;;
;;
Jeanne;PER;
;;
en;;
s';;
éveillant;;
;;
dit;;
à;;
sa;;
"
";;
mère;;
:;;
"

";;
«;;
C';;
est;;
aujourd'hui;;
que;;
nous;;
devons;;
aller;;
chez;;
"
";;
la;;
dame;;
chercher;;
les;;
cinquante;;
centimes;;
";";;
nous;;
"
";;
irons;;
;;
n';;
est;;
-ce;;
pas;;
;;
maman;;
?;;
"

";;
—;;
Ma;;
fille;;
;;
tu;;
iras;;
toute;;
seule;;
;;
car;;
il;;
faut;;
que;;
"
";;
j';;
aide;;
la;PER;
mère;PER;
Nannette;PER;
à;;
laver;;
son;;
linge;;
.;;
Tu;;
vas;;
"
";;
même;;
y;;
aller;;
ce;;
matin;;
;;
afin;;
de;;
mener;;
les;;
oisons;;
"
";;
et;;
la;;
chèvre;;
aux;;
champs;;
quand;;
tu;;
seras;;
reve-;;
"
";;
nue;;
.;;
"

";;
—;;
Maman;PER;
;;
jemais;;
je;;
n;;
"""";;
oserai;;
entrer;;
toute;;
seule;;
"
";;
dans;;
cette;;
belle;;
maison;;
.;;
"

";;
—;;
Pourquoi;;
donc;;
;;
ma;;
Jeanne;PER;
?;;
Cotte;;
dame;;
est;;
"
";;
si;;
bonne;;
;;
que;;
tu;;
ne;;
dois;;
pas;;
craindra;;
de;;
lui;;
parler;;
.;;
"
";;
Je;;
vais;;
t';;
habiller;;
le;;
plus;;
proprement;;
que;;
je;;
le;;
pour-;;
"
";;
rai;;
.;;
Trouveras;;
-0;;
tu;;
bien;;
la;;
maison;;
?;;
"

";;
88;;
PREMIÈRE;;
PARTIE;;
.;;
"

";;
—;;
Oh;;
!;;
oui;;
:;;
je;;
suivrai;;
le;;
ruisseau;;
jusqu';;
au;;
"
";;
moulin;;
;;
et;;
j';;
y;;
arriverai;;
tout;;
droit;;
;;
»;;
"

";;
En;;
partant;;
;;
Jenene;PER;
prit;;
un;;
bâton;;
pour;;
se;;
défendre;;
"
";;
contre;;
les;;
chiens;;
ay';;
elle;;
pourrait;;
rencontrer;;
.;;
Elle;;
ar;;
"
";;
civa;;
devant;;
la;;
grinndu;;
jardin;;
;;
et;;
vit;;
sous;;
un;;
berceau;;
"
";;
de;;
chèvrefeuille;;
M.-et;PER;
Mme;PER;
Dumont;PER;
qui;;
déjeunaient;;
"
";;
avec;;
leurs;;
enfants;;
.;;
Ce;;
fut;;
Ianure;PER;
;;
la;;
petite;;
demoiselle;;
"
";;
aux;;
chovoux;;
blonds;;
;;
qui;;
vit;;
Joanne;PER;
la;;
première;;
:;;
"

";;
«;;
Maman;;
;;
voici;;
Le;;
jolie;;
petite;;
fille;;
qu;;
’;;
a;;
rap-;;
"
";;
porté;;
le;;
brucelet;;
.;;
»;;
"

";;
Et;;
elle;;
se;;
leva;;
pour;;
aller;;
lui;;
ouvrir;;
la;;
grille;;
";";;
"
";;
mais;;
son;;
frère;;
Auguste;PER;
;;
qui;;
avait;;
déjà;;
treize;;
ans;;
;;
"
";;
courut;;
plus;;
vite;;
qu';;
elle;;
et;;
fit;;
entrer;;
Jeanno;PER;
.;;
"

";;
«;;
‘;;
Tu;;
viens;;
chercher;;
les;;
cinquante;;
centimes;;
?;;
»;;
"
";;
dit;;
Isaure;PER;
;;
qui;;
n';;
était;;
pas;;
plus;;
grande;;
que;;
Jeanne;PER;
.;;
"

";;
Puis;;
;;
avec;;
la;;
permission;;
de;;
sa;;
mère;;
;;
elle;;
prit;;
"
";;
un;;
gros;;
morceau;;
d';;
une;;
tarte;;
aux;;
prunes;;
qui;;
était;;
"
";;
sur;;
la;;
table;;
;;
et;;
le;;
lui;;
mit;;
dans;;
la;;
main;;
:;;
"

";;
u;;
Monge;PER;
;;
petite;;
";";;
©;;
est;;
bien;;
bon;;
.;;
»;;
"

";;
”;;
Jeanne;PER;
prit;;
la;;
tarte;;
;;
mais;;
elle;;
n';;
y;;
toucha;;
pas;;
.;;
"

";;
«;;
Tu;;
n';;
as;;
donc;;
pas;;
faim;;
?;;
"

";;
—;;
Si;;
fait;;
;;
mademoiselle;;
;;
je;;
n';;
ai;;
pas;;
encore;;
dé;;
.;;
"
";;
jeuné;;
"

";;
—;;
Tu;;
n';;
aimes;;
peut-être;;
pas;;
la;;
tarte;;
?;;
"

";;
—;;
Je;;
ne;;
sais;;
pas;;
;;
je;;
n';;
en;;
ai;;
jamais;;
mangé;;
";";;
"
";;
mais;;
elle;;
sent;;
bien;;
bon;;
!;;
je;;
crois;;
que;;
c';;
est;;
encore;;
"

";;
“;;
meilleur;;
que;;
la;;
galette;;
.;;
"

";;
—;;
Eh;;
bien;;
;;
pourquoi;;
n';;
en;;
manges;;
-0;;
tu;;
pas;;
?;;
»;;
"

";;
Jeanne;PER;
ne;;
répondit;;
rien;;
.;;
"

";;
.;;
Mme;PER;
Dümont;PER;
demanda;;
aussi;;
à;;
Jeanne;PER;
pour-;;
"
";;
quoi;;
elle;;
ne;;
touchait;;
pas;;
à;;
sa;;
portion;;
de;;
