Token;Label_Maj;Quaero_Maj
ton;;
bourru;;
.;;
Il;;
a;;
cassé;;
la;;
cruche;;
et;;
n';;
ose;;
plus;;
rentrer;;
.;;
»;;
Mais;;
tout;;
en;;
disant;;
cela;;
--;;
avec;;
son;;
air;;
bourru;;
0;;
c';;
était;;
le;;
meilleur;;
homme;;
du;;
monde;;
--;;
0;;
il;;
se;;
lève;;
et;;
va;;
ouvrir;;
la;;
porte;;
pour;;
voir;;
un;;
peu;;
ce;;
que;;
Jacques;PER;
était;;
devenu;;
.;;
Il;;
n';;
a;;
pas;;
loin;;
à;;
aller;;
";";;
Jacques;PER;
est;;
debout;;
sur;;
le;;
palier;;
0;;
devant;;
la;;
porte;;
0;;
les;;
mains;;
vides;;
0;;
silencieux;;
0;;
pétrifié;;
.;;
En;;
voyant;;
M.;PER;
Eyssette;PER;
0;;
il;;
pâlit;;
0;;
et;;
d';;
une;;
voix;;
navrante;;
et;;
faible;;
0;;
oh;;
!;;
si;;
faible;;
:;;
«;;
Je;;
l';;
ai;;
cassée;;
»;;
0;;
dit;;
-il;;
...;;
Il;;
l';;
avait;;
cassée;;
!;;
...;;
"
";;
Dans;;
les;;
archives;;
de;;
la;;
maison;LOC;loc.adm.town
Eyssette;;
0;;
nous;;
appelons;;
cela;;
«;;
la;;
scène;;
de;;
la;;
cruche;;
»;;
.;;
"
";;
Il;;
y;;
avait;;
environ;;
deux;;
mois;;
que;;
nous;;
étions;;
à;;
Lyon;LOC;loc.adm.town
0;;
lorsque;;
nos;;
parents;;
songèrent;;
à;;
nos;;
études;;
.;;
"
";;
Mon;;
père;;
aurait;;
bien;;
voulu;;
nous;;
mettre;;
au;;
collège;;
0;;
mais;;
c';;
était;;
trop;;
cher;;
.;;
«;;
Si;;
nous;;
les;;
envoyions;;
dans;;
une;;
manécanterie;;
?;;
dit;;
Mme;PER;
Eyssette;PER;
";";;
il;;
paraît;;
que;;
les;;
enfants;;
y;;
sont;;
bien;;
.;;
»;;
Cette;;
idée;;
sourit;;
à;;
mon;;
père;;
0;;
et;;
comme;;
Saint-Nizier;LOC;loc.fac
était;;
l';;
église;;
la;;
plus;;
proche;;
0;;
on;;
nous;;
envoya;;
à;;
la;;
manécanterie;;
de;;
Saint-Nizier;;
.;;
"
";;
C';;
était;;
très;;
amusant;;
0;;
la;;
manécanterie;;
!;;
Au;;
lieu;;
de;;
nous;;
bourrer;;
la;;
tête;;
de;;
grec;;
et;;
de;;
latin;;
comme;;
dans;;
les;;
autres;;
institutions;;
0;;
on;;
nous;;
apprenait;;
à;;
servir;;
la;;
messe;;
du;;
grand;;
et;;
du;;
petit;;
côté;;
0;;
à;;
chanter;;
les;;
antiennes;;
0;;
à;;
faire;;
des;;
génuflexions;;
0;;
à;;
encenser;;
élégamment;;
0;;
ce;;
qui;;
est;;
très;;
difficile;;
.;;
Il;;
y;;
avait;;
bien;;
par;;
0;;
ci;;
par;;
-là;;
0;;
quelques;;
heures;;
dans;;
le;;
jour;;
consacrées;;
aux;;
déclinaisons;;
et;;
à;;
l';;
Épitomé;MISC;
mais;;
ceci;;
n';;
était;;
qu';;
accessoire;;
.;;
Avant;;
tout;;
0;;
nous;;
étions;;
là;;
pour;;
le;;
service;;
de;;
l';;
église;;
.;;
Au;;
moins;;
une;;
fois;;
par;;
semaine;;
0;;
l';PER;
abbé;PER;
Micou;PER;
nous;;
disait;;
entre;;
deux;;
prisés;;
et;;
d';;
un;;
air;;
solennel;;
:;;
«;;
Demain;;
0;;
messieurs;;
0;;
pas;;
de;;
classe;;
du;;
matin;;
!;;
Nous;;
sommes;;
d';;
enterrement;;
.;;
»;;
Nous;;
étions;;
d';;
enterrement;;
.;;
Quel;;
bonheur;;
!;;
Puis;;
c';;
étaient;;
des;;
baptêmes;;
0;;
des;;
mariages;;
0;;
une;;
visite;;
de;;
monseigneur;;
0;;
le;;
viatique;;
qu';;
on;;
portait;;
à;;
un;;
malade;;
.;;
"
";;
Oh;;
!;;
le;;
viatique;;
!;;
comme;;
on;;
était;;
fier;;
quand;;
on;;
pouvait;;
l';;
accompagner;;
!;;
...;;
Sous;;
un;;
petit;;
dais;;
de;;
velours;;
rouge;;
0;;
marchait;;
le;;
prêtre;;
0;;
portant;;
l';;
hostie;;
et;;
les;;
saintes;;
huiles;;
.;;
Deux;;
enfants;;
de;;
chœur;;
soutenaient;;
le;;
dais;;
0;;
deux;;
autres;;
l';;
escortaient;;
avec;;
de;;
gros;;
falots;;
dorés;;
.;;
Un;;
cinquième;;
marchait;;
devant;;
0;;
en;;
agitant;;
une;;
crécelle;;
.;;
D';;
ordinaire;;
0;;
c';;
étaient;;
mes;;
fonctions;;
...;;
Sur;;
le;;
passage;;
du;;
viatique;;
0;;
les;;
hommes;;
se;;
découvraient;;
0;;
les;;
femmes;;
se;;
signaient;;
.;;
Quand;;
on;;
passait;;
devant;;
un;;
poste;;
0;;
la;;
sentinelle;;
criait;;
:;;
Aux;;
armes;;
!;;
»;;
les;;
soldats;;
accouraient;;
et;;
se;;
mettaient;;
en;;
rang;;
.;;
«;;
Présentez;;
...;;
armes;;
!;;
genou;;
terre;;
!;;
»;;
disait;;
l';;
officier;;
...;;
Les;;
fusils;;
sonnaient;;
0;;
le;;
tambour;;
battait;;
aux;;
champs;;
.;;
J';;
agitais;;
ma;;
crécelle;;
par;;
trois;;
fois;;
0;;
comme;;
au;;
Sanctus;MISC;
0;;
et;;
nous;;
passions;;
.;;
C';;
était;;
très;;
amusant;;
la;;
manécanterie;;
.;;
"
";;
Chacun;;
de;;
nous;;
avait;;
dans;;
une;;
petite;;
armoire;;
un;;
fourniment;;
complet;;
d';;
ecclésiastique;;
:;;
une;;
soutane;;
noire;;
avec;;
une;;
longue;;
queue;;
0;;
une;;
aube;;
0;;
un;;
surplis;;
à;;
grandes;;
manches;;
roides;;
d';;
empois;;
0;;
des;;
bas;;
de;;
soie;;
noire;;
0;;
deux;;
calottes;;
0;;
l';;
une;;
en;;
drap;;
0;;
l';;
autre;;
en;;
velours;;
0;;
des;;
rabats;;
bordés;;
de;;
petites;;
perles;;
blanches;;
0;;
tout;;
ce;;
qu';;
il;;
fallait;;
.;;
"
";;
Il;;
paraît;;
que;;
ce;;
costume;;
m';;
allait;;
très;;
bien;;
:;;
«;;
Il;;
est;;
à;;
croquer;;
là;;
0;;
dessous;;
»;;
0;;
disait;;
Mme;PER;
Eyssette;PER;
.;;
"
";;
Malheureusement;;
j';;
étais;;
très;;
petit;;
0;;
et;;
cela;;
me;;
désespérait;;
.;;
Figurez;;
-vous;;
que;;
0;;
même;;
en;;
me;;
haussant;;
0;;
je;;
ne;;
montais;;
guère;;
plus;;
haut;;
que;;
les;;
bas;;
blancs;;
de;;
M.;PER;
Caduffe;PER;
0;;
notre;;
suisse;LOC;
0;;
et;;
puis;;
si;;
frêle;;
!;;
Une;;
fois;;
0;;
à;;
la;;
messe;;
0;;
en;;
changeant;;
les;;
Évangiles;MISC;
de;MISC;
place;MISC;
0;;
le;;
gros;;
livre;;
était;;
si;;
lourd;;
qu';;
il;;
m';;
entraîna;;
.;;
Je;;
tombai;;
de;;
tout;;
mon;;
long;;
sur;;
les;;
marches;;
de;;
l';;
autel;;
.;;
Le;;
pupitre;;
fut;;
brisé;;
0;;
le;;
service;;
interrompu;;
0;;
C';MISC;
était;MISC;
un;MISC;
jour;MISC;
de;MISC;
Pentecôte;MISC;
.;;
Quel;;
scandale;;
!;;
...;;
À;;
part;;
ces;;
légers;;
inconvénients;;
de;;
ma;;
petite;;
taille;;
0;;
j';;
étais;;
très;;
content;;
de;;
mon;;
sort;;
0;;
et;;
souvent;;
le;;
soir;;
0;;
en;;
nous;;
couchant;;
0;;
Jacques;PER;
et;;
moi;;
0;;
nous;;
nous;;
disions;;
:;;
«;;
En;;
somme;;
0;;
c';;
est;;
très;;
amusant;;
la;;
manécanterie;;
.;;
»;;
Par;;
malheur;;
0;;
nous;;
n';;
y;;
restâmes;;
pas;;
longtemps;;
.;;
Un;;
ami;;
de;;
la;;
famille;;
0;;
recteur;;
d';;
université;;
dans;;
le;;
Midi;LOC;
0;;
écrivit;;
un;;
jour;;
à;;
mon;;
père;;
que;;
s';;
il;;
voulait;;
une;;
bourse;;
d';;
externe;;
au;;
collège;LOC;
de;LOC;
Lyon;LOC;
pour;;
un;;
de;;
ses;;
fils;;
0;;
on;;
pourrait;;
lui;;
en;;
avoir;;
une;;
.;;
"
";;
«;;
Ce;;
sera;;
pour;;
Daniel;PER;
0;;
dit;;
M.;PER;
Eyssette;PER;
.;;
"
";;
–;;
Et;;
Jacques;PER;
?;;
dit;;
ma;;
mère;;
.;;
"
";;
–;;
Oh;MISC;
!;MISC;
Jacques;;
!;;
Je;;
le;;
garde;;
avec;;
moi;;
";";;
il;;
me;;
sera;;
très;;
utile;;
.;;
D';;
ailleurs;;
0;;
je;;
m';;
aperçois;;
qu';;
il;;
a;;
du;;
goût;;
pour;;
le;;
commerce;;
.;;
Nous;;
en;;
ferons;;
un;;
négociant;;
.;;
»;;
De;;
bonne;;
foi;;
0;;
je;;
ne;;
sais;;
comment;;
0;;
M.;PER;
Eyssette;PER;
avait;;
pu;;
s';;
apercevoir;;
que;;
Jacques;PER;
avait;;
du;;
goût;;
pour;;
le;;
commerce;;
.;;
En;;
ce;;
temps;;
-là;;
0;;
le;;
pauvre;;
garçon;;
n';;
avait;;
du;;
goût;;
que;;
pour;;
les;;
larmes;;
0;;
et;;
si;;
